Order_ID;Order_Line_ID;Customer_ID;Date;Product_Category_id;Unit_Price;Quantity;Discount_Amount;Payment_id;Device_Type_id;Session_Duration_Minutes;Pages_Viewed;Is_Returning_Customer;Delivery_Time_Days;Customer_Rating
1968;ORD_000605-2;605;15.04.2023;1;21,92;4;0;3;3;18;8;WAHR;9;2
1969;ORD_000605-3;605;04.06.2023;8;1674,09;3;0;5;1;17;7;WAHR;17;3
1970;ORD_000605-4;605;03.07.2023;8;1060,55;4;0;2;2;13;7;WAHR;3;2
1971;ORD_000605-5;605;25.09.2023;3;234,33;2;36,62;4;2;7;10;WAHR;5;5
1972;ORD_000606-1;606;03.07.2023;2;1284,6;4;0;1;1;15;10;WAHR;10;5
1973;ORD_000606-2;606;27.10.2023;6;234,42;5;0;3;2;15;11;WAHR;6;4
1974;ORD_000606-3;606;02.01.2024;6;150,34;3;0;2;1;18;11;WAHR;15;5
1975;ORD_000607-1;607;03.09.2023;4;20,18;5;13,7;2;2;13;10;WAHR;7;3
1976;ORD_000608-1;608;07.03.2023;2;1402,33;3;0;1;1;13;7;FALSCH;2;5
1977;ORD_000608-2;608;09.03.2023;2;1164,31;2;0;2;1;11;7;WAHR;14;5
1978;ORD_000608-3;608;07.04.2023;6;214,81;5;199,53;4;1;13;9;WAHR;2;4
1979;ORD_000608-4;608;05.06.2023;4;33,32;4;0;4;1;6;9;WAHR;8;1
1980;ORD_000608-5;608;12.06.2023;7;308;3;187,43;2;2;6;8;WAHR;7;5
1981;ORD_000608-6;608;11.09.2023;2;460,45;5;0;2;1;12;9;WAHR;8;4
1982;ORD_000608-7;608;26.11.2023;3;244,83;5;0;5;2;15;11;WAHR;5;4
1983;ORD_000608-8;608;30.11.2023;6;18,01;3;0;4;2;14;6;WAHR;4;5
1984;ORD_000608-9;608;16.12.2023;6;266,97;2;0;2;3;13;5;WAHR;4;5
1985;ORD_000609-1;609;12.06.2023;1;101,39;5;0;2;2;16;6;FALSCH;9;4
1986;ORD_000609-2;609;28.07.2023;1;61,61;5;0;4;2;13;8;WAHR;4;5
1987;ORD_000609-3;609;18.01.2024;5;276,2;1;37,89;1;2;15;10;WAHR;5;4
1988;ORD_000609-4;609;31.01.2024;5;231,11;5;0;4;2;12;11;WAHR;9;3
1989;ORD_000610-1;610;27.01.2023;5;69,28;4;44,05;3;2;9;12;FALSCH;11;3
1990;ORD_000610-2;610;09.06.2023;6;128,75;4;0;2;1;13;8;WAHR;2;3
1991;ORD_000611-1;611;29.10.2023;5;182,76;3;0;2;1;18;10;FALSCH;6;4
1992;ORD_000611-2;611;21.11.2023;2;394,93;1;0;2;1;16;6;WAHR;7;5
1993;ORD_000612-1;612;27.01.2023;2;453,25;1;0;2;2;12;8;FALSCH;5;3
1994;ORD_000612-2;612;07.02.2023;8;813,41;3;0;5;1;17;11;WAHR;10;5
1995;ORD_000612-3;612;20.07.2023;7;313,33;4;0;4;1;12;11;WAHR;5;4
1996;ORD_000612-4;612;01.09.2023;6;105,41;2;0;3;3;18;13;WAHR;2;5
1997;ORD_000612-5;612;28.09.2023;3;227,84;5;0;1;1;11;5;WAHR;5;5
1998;ORD_000612-6;612;16.03.2024;2;1004,7;3;333,59;4;1;17;7;WAHR;5;4
1999;ORD_000613-1;613;23.02.2023;3;462,81;5;0;2;2;11;9;FALSCH;9;2
2000;ORD_000613-2;613;29.03.2023;2;439,3;5;0;1;1;12;10;WAHR;4;5
2001;ORD_000613-3;613;10.06.2023;8;1458,6;5;0;2;2;14;5;WAHR;6;3
2002;ORD_000613-4;613;01.07.2023;7;177,29;1;17,08;2;1;23;11;WAHR;7;5
2003;ORD_000613-5;613;08.08.2023;2;241,89;1;0;3;2;16;10;WAHR;6;4
2004;ORD_000613-6;613;07.09.2023;1;58,64;5;23,53;5;2;11;11;WAHR;11;4
2005;ORD_000613-7;613;14.10.2023;2;1016,55;3;349,37;4;1;13;9;WAHR;9;3
2006;ORD_000613-8;613;15.10.2023;1;83,76;5;62,48;1;2;16;10;WAHR;13;5
2007;ORD_000613-9;613;07.02.2024;4;37,41;5;0;2;1;17;10;WAHR;3;5
2008;ORD_000614-1;614;05.02.2024;3;338,23;2;0;4;1;18;10;WAHR;5;4
2009;ORD_000615-1;615;04.02.2023;6;172,07;4;36,05;4;1;11;11;WAHR;4;5
2010;ORD_000615-2;615;08.09.2023;1;62,23;2;0;4;1;13;8;WAHR;4;5
2011;ORD_000615-3;615;22.02.2024;8;920,56;4;0;2;1;14;8;WAHR;2;5
2012;ORD_000616-1;616;02.04.2023;6;32,2;3;0;1;1;18;10;FALSCH;5;4
2013;ORD_000617-1;617;15.01.2023;7;261,31;3;65,36;2;1;10;10;WAHR;6;5
2014;ORD_000617-2;617;08.06.2023;5;104,57;1;0;4;1;13;7;WAHR;2;4
2015;ORD_000617-3;617;11.06.2023;7;94,05;2;13,52;4;1;14;8;WAHR;7;2
2016;ORD_000617-4;617;09.07.2023;6;168,01;5;132,25;2;2;12;6;WAHR;9;2
2017;ORD_000617-5;617;21.03.2024;5;125,76;1;0;2;3;12;12;WAHR;6;3
2018;ORD_000618-1;618;08.03.2023;7;224,3;1;0;4;2;18;10;WAHR;6;5
2019;ORD_000618-2;618;19.04.2023;4;58,53;4;0;2;1;12;6;WAHR;5;3
2020;ORD_000618-3;618;17.02.2024;7;184,89;3;0;3;1;14;10;WAHR;3;3
2021;ORD_000619-1;619;07.05.2023;8;3078,9;3;0;4;1;15;4;WAHR;6;3
2022;ORD_000619-2;619;09.10.2023;5;61,84;1;5,02;2;3;14;8;WAHR;6;5
2023;ORD_000619-3;619;26.02.2024;7;137,68;1;0;2;2;12;5;WAHR;3;5
2024;ORD_000620-1;620;12.05.2023;4;23,33;5;0;2;2;18;7;FALSCH;4;1
2025;ORD_000620-2;620;01.10.2023;8;504,56;1;0;4;2;10;7;WAHR;6;4
2026;ORD_000621-1;621;10.04.2023;4;73,49;3;0;2;1;17;6;FALSCH;8;5
2027;ORD_000621-2;621;20.08.2023;3;773,86;1;0;3;2;11;14;WAHR;8;4
2028;ORD_000621-3;621;24.10.2023;5;74,83;3;0;2;2;16;9;WAHR;7;5
2029;ORD_000622-1;622;03.08.2023;1;72,97;5;0;4;2;17;10;FALSCH;8;2
2030;ORD_000622-2;622;23.09.2023;2;263,67;4;0;4;1;13;10;WAHR;3;5
2031;ORD_000622-3;622;29.09.2023;8;800,95;5;0;2;1;14;10;WAHR;4;5
2032;ORD_000623-1;623;19.06.2023;3;57,9;5;47,65;2;2;16;4;FALSCH;3;2
2033;ORD_000623-2;623;11.09.2023;3;1262,37;3;0;2;2;19;11;WAHR;7;4
2034;ORD_000623-3;623;18.09.2023;6;148,18;3;0;3;1;16;9;WAHR;3;5
2035;ORD_000623-4;623;06.10.2023;7;127,95;3;0;2;1;14;10;WAHR;8;4
2036;ORD_000623-5;623;20.01.2024;5;245;2;0;1;2;12;9;WAHR;4;5
2037;ORD_000623-6;623;07.02.2024;3;197,45;2;0;2;1;21;9;WAHR;2;2
2038;ORD_000624-1;624;01.11.2023;6;77,56;1;0;2;2;13;7;WAHR;4;4
2039;ORD_000625-1;625;01.07.2023;8;1749,6;5;0;1;1;15;3;WAHR;20;5
2040;ORD_000625-2;625;17.08.2023;3;593,66;2;0;4;1;11;7;WAHR;4;5
2041;ORD_000625-3;625;18.02.2024;2;344,87;2;0;4;1;16;9;WAHR;2;4
2042;ORD_000625-4;625;17.03.2024;2;730,29;5;0;2;1;16;8;WAHR;4;4
2043;ORD_000625-5;625;24.03.2024;6;118,46;1;13,92;2;1;14;10;WAHR;4;2
2044;ORD_000626-1;626;06.02.2023;5;112,19;1;0;5;2;15;11;WAHR;2;5
2045;ORD_000626-2;626;21.03.2023;8;4319,98;5;0;4;2;13;9;WAHR;6;4
2046;ORD_000626-3;626;01.05.2023;2;773,82;5;0;3;3;15;15;WAHR;4;4
2047;ORD_000626-4;626;18.05.2023;2;284,32;3;0;4;1;18;11;WAHR;4;2
2048;ORD_000626-5;626;16.06.2023;7;588,19;4;0;2;2;16;10;WAHR;7;3
2049;ORD_000626-6;626;04.08.2023;6;210,42;1;24,76;4;2;10;8;WAHR;2;3
2050;ORD_000626-7;626;26.11.2023;3;371,8;3;0;2;1;13;7;WAHR;6;5
2051;ORD_000626-8;626;14.01.2024;2;150,66;4;0;2;2;11;11;WAHR;6;5
2052;ORD_000626-9;626;04.03.2024;1;96,7;1;0;1;1;10;8;WAHR;5;5
2053;ORD_000627-1;627;27.01.2023;3;483,97;2;0;2;2;15;10;WAHR;7;4
2054;ORD_000627-2;627;27.03.2023;4;17,94;5;0;4;2;11;8;WAHR;9;4
2055;ORD_000628-1;628;04.06.2023;4;28,45;1;0;5;1;14;7;WAHR;6;5
2056;ORD_000628-2;628;28.10.2023;1;58,56;1;0;2;2;13;7;WAHR;7;4
2057;ORD_000628-3;628;13.12.2023;2;494,49;3;277,07;3;1;15;12;WAHR;11;5
2058;ORD_000629-1;629;27.01.2023;3;242,54;5;228,72;4;1;10;11;FALSCH;9;5
2059;ORD_000629-2;629;21.09.2023;6;125,87;3;0;4;1;12;8;WAHR;11;3
2060;ORD_000629-3;629;09.11.2023;1;45,71;3;0;1;2;15;8;WAHR;3;5
2061;ORD_000629-4;629;19.11.2023;7;297,85;3;0;3;2;17;10;WAHR;4;4
2062;ORD_000629-5;629;09.03.2024;5;61,19;3;0;4;1;13;8;WAHR;2;3
2063;ORD_000630-1;630;20.02.2024;1;33,41;4;28,86;3;2;15;4;FALSCH;4;5
2064;ORD_000631-1;631;29.10.2023;3;1002,46;2;0;2;1;10;10;WAHR;5;5
2065;ORD_000631-2;631;30.10.2023;8;1705,82;4;0;2;1;14;12;WAHR;3;5
2066;ORD_000631-3;631;10.01.2024;8;2523,3;2;0;2;1;19;12;WAHR;6;5
2067;ORD_000632-1;632;04.07.2023;4;45,17;1;0;4;1;18;10;WAHR;3;5
2068;ORD_000632-2;632;10.10.2023;4;85,72;4;39,84;2;1;10;10;WAHR;2;5
2069;ORD_000632-3;632;30.01.2024;5;33,92;4;0;4;2;16;5;WAHR;3;4
2070;ORD_000633-1;633;13.01.2023;1;102,43;1;0;4;2;12;10;WAHR;4;2
2071;ORD_000633-2;633;31.03.2023;5;72,7;4;0;1;1;15;7;WAHR;2;5
2072;ORD_000633-3;633;30.04.2023;7;88,31;1;0;4;2;17;9;WAHR;6;4
2073;ORD_000633-4;633;08.06.2023;7;159,17;3;65,08;3;1;20;5;WAHR;4;2
2074;ORD_000633-5;633;03.07.2023;8;2102,48;2;0;1;1;13;14;WAHR;3;5
2075;ORD_000633-6;633;23.08.2023;2;963,93;2;0;2;1;17;10;WAHR;4;5
2076;ORD_000633-7;633;22.03.2024;7;165,99;4;98,37;1;1;13;11;WAHR;5;5
2077;ORD_000634-1;634;06.08.2023;5;22,99;1;1,56;4;1;12;6;FALSCH;11;3
2078;ORD_000634-2;634;25.01.2024;6;57,83;2;8,17;4;1;12;11;WAHR;3;5
2079;ORD_000635-1;635;16.08.2023;1;41,6;2;0;4;2;9;9;WAHR;2;5
2080;ORD_000635-2;635;30.08.2023;7;285,6;2;49,01;4;2;17;11;WAHR;4;3
2081;ORD_000635-3;635;15.09.2023;8;3466,37;1;0;2;1;13;7;WAHR;4;4
2082;ORD_000635-4;635;09.10.2023;8;2395,93;4;0;2;2;19;8;WAHR;3;4
2083;ORD_000635-5;635;14.12.2023;1;41;3;0;1;2;10;4;WAHR;10;3
2084;ORD_000635-6;635;26.02.2024;6;404,05;3;245,48;2;1;15;6;WAHR;10;1
2085;ORD_000636-1;636;11.05.2023;1;30,76;3;15,94;4;3;14;6;WAHR;7;3
2086;ORD_000636-2;636;26.12.2023;6;48,93;1;0;4;1;14;10;WAHR;4;4
2087;ORD_000636-3;636;13.01.2024;1;23,09;1;0;4;1;15;8;WAHR;2;4
2088;ORD_000636-4;636;12.02.2024;3;786,88;5;242,73;4;1;11;8;WAHR;4;2
2089;ORD_000636-5;636;14.03.2024;2;694,25;5;0;1;3;15;9;WAHR;6;5
2090;ORD_000637-1;637;14.04.2023;3;737,23;1;0;4;2;13;12;WAHR;7;5
2091;ORD_000637-2;637;25.03.2024;2;940,79;1;0;4;1;10;8;WAHR;13;2
2092;ORD_000638-1;638;25.01.2023;1;59,22;4;40,58;1;1;16;3;FALSCH;18;4
2093;ORD_000638-2;638;12.02.2023;8;3087,12;5;1153,09;5;1;11;10;WAHR;12;1
2094;ORD_000638-3;638;01.06.2023;2;1121,68;1;0;5;1;16;9;WAHR;7;5
2095;ORD_000639-1;639;12.11.2023;8;2064,99;2;0;2;2;12;10;WAHR;5;4
2096;ORD_000639-2;639;21.02.2024;6;167,66;5;0;2;2;8;7;WAHR;6;3
2097;ORD_000640-1;640;05.08.2023;2;347,27;5;0;3;1;12;12;WAHR;17;5
2098;ORD_000640-2;640;10.09.2023;7;1033,41;3;0;1;1;19;8;WAHR;9;4
2099;ORD_000640-3;640;25.10.2023;5;39,58;5;0;2;1;12;13;WAHR;9;4
2100;ORD_000640-4;640;01.11.2023;2;248,24;1;0;4;2;13;8;WAHR;8;5
2101;ORD_000640-5;640;03.03.2024;2;421,13;1;80,7;2;2;9;7;WAHR;5;3
2102;ORD_000641-1;641;03.01.2023;5;127,31;1;24,57;1;1;16;10;WAHR;5;4
2103;ORD_000641-2;641;14.01.2023;7;255,08;3;0;2;2;18;8;WAHR;9;1
2104;ORD_000641-3;641;18.01.2023;3;1647,61;5;1466,13;2;1;10;8;WAHR;11;4
2105;ORD_000641-4;641;15.03.2023;5;48,62;5;0;1;1;16;10;WAHR;2;5
2106;ORD_000641-5;641;13.04.2023;7;577,24;1;0;3;1;11;10;WAHR;3;4
2107;ORD_000641-6;641;04.06.2023;6;245,81;1;0;4;3;18;8;WAHR;6;5
2108;ORD_000641-7;641;28.11.2023;6;121,99;3;0;3;2;23;8;WAHR;7;3
2109;ORD_000641-8;641;29.11.2023;7;404,68;5;0;4;1;14;9;WAHR;13;4
2110;ORD_000641-9;641;06.12.2023;8;203,42;2;80,79;4;2;16;10;WAHR;5;3
2111;ORD_000642-1;642;01.09.2023;2;257,1;4;0;2;1;12;12;WAHR;3;5
2112;ORD_000642-2;642;19.11.2023;4;85,2;5;0;2;1;11;11;WAHR;3;2
2113;ORD_000643-1;643;25.02.2023;5;126,54;4;0;4;3;18;9;WAHR;5;2
2114;ORD_000643-2;643;14.06.2023;2;159,16;1;0;2;3;9;9;WAHR;3;4
2115;ORD_000643-3;643;23.10.2023;2;571,15;1;0;2;3;18;8;WAHR;2;3
2116;ORD_000643-4;643;21.11.2023;6;148,13;1;11,91;1;1;13;10;WAHR;6;3
2117;ORD_000644-1;644;23.07.2023;8;3376,05;3;0;3;1;15;8;WAHR;11;4
2118;ORD_000644-2;644;16.11.2023;5;25,61;4;18,39;1;1;11;7;WAHR;9;5
2119;ORD_000644-3;644;30.12.2023;6;178,35;1;0;4;1;19;8;WAHR;14;4
2120;ORD_000645-1;645;25.04.2023;1;49,79;2;18;2;1;14;7;FALSCH;5;2
2121;ORD_000645-2;645;20.07.2023;3;361,9;5;0;2;2;11;9;WAHR;8;4
2122;ORD_000645-3;645;28.10.2023;2;343,92;1;0;4;2;14;6;WAHR;5;5
2123;ORD_000645-4;645;20.11.2023;4;36,24;5;0;2;2;14;5;WAHR;7;3
2124;ORD_000646-1;646;03.01.2023;3;255,82;5;227,8;1;1;22;7;WAHR;5;5
2125;ORD_000646-2;646;29.01.2023;5;33,8;4;0;4;3;14;8;WAHR;12;4
2126;ORD_000646-3;646;04.03.2023;2;367,84;5;0;1;1;10;5;WAHR;3;5
2127;ORD_000646-4;646;12.04.2023;4;15,1;4;5,19;4;2;12;11;WAHR;4;2
2128;ORD_000646-5;646;08.10.2023;8;3464,27;1;0;4;1;15;9;WAHR;7;4
2129;ORD_000646-6;646;06.01.2024;7;88,73;1;0;2;2;14;10;WAHR;5;4
2130;ORD_000646-7;646;13.03.2024;2;484,45;1;0;2;1;13;6;WAHR;12;3
2131;ORD_000646-8;646;15.03.2024;6;84,94;2;34,56;1;1;14;12;WAHR;15;5
2132;ORD_000647-1;647;19.02.2023;2;350,55;5;0;4;1;14;5;WAHR;5;5
2133;ORD_000647-2;647;30.06.2023;4;52,09;1;0;2;2;16;11;WAHR;5;5
2134;ORD_000647-3;647;02.01.2024;3;525,2;5;0;3;1;16;9;WAHR;14;2
2135;ORD_000648-1;648;26.10.2023;1;87,63;4;0;1;2;11;11;FALSCH;8;3
2136;ORD_000648-2;648;19.11.2023;2;1199,36;3;0;4;1;17;5;WAHR;10;5
2137;ORD_000648-3;648;04.12.2023;7;522,13;2;0;2;1;18;8;WAHR;6;5
2138;ORD_000648-4;648;14.12.2023;4;55,89;1;0;2;2;13;13;WAHR;7;4
2139;ORD_000649-1;649;03.03.2023;2;329,27;2;0;3;1;15;8;WAHR;7;4
2140;ORD_000649-2;649;15.03.2023;2;1338;4;0;1;2;19;11;WAHR;6;5
2141;ORD_000649-3;649;09.09.2023;5;88,74;4;0;2;2;16;11;WAHR;4;4
2142;ORD_000649-4;649;12.02.2024;8;1980,36;2;0;4;1;16;13;WAHR;2;3
2143;ORD_000649-5;649;13.02.2024;4;15,75;4;0;2;1;17;5;WAHR;3;4
2144;ORD_000650-1;650;25.01.2023;2;450,7;5;0;1;1;14;11;WAHR;6;3
2145;ORD_000650-2;650;31.01.2023;4;21,2;4;4,71;4;2;14;7;WAHR;8;3
2146;ORD_000650-3;650;20.12.2023;2;123,61;3;0;4;1;18;7;WAHR;9;5
2147;ORD_000650-4;650;15.02.2024;4;66,24;4;0;1;2;18;10;WAHR;3;4
2148;ORD_000651-1;651;16.09.2023;4;18,34;5;6,51;5;2;17;6;FALSCH;14;3
2149;ORD_000651-2;651;23.09.2023;4;22,08;1;0;4;1;15;10;WAHR;7;2
2150;ORD_000651-3;651;04.12.2023;7;420,25;2;0;3;1;14;5;WAHR;6;4
2151;ORD_000652-1;652;13.12.2023;8;2743,52;4;1051,46;2;1;15;9;FALSCH;6;4
2152;ORD_000652-2;652;04.01.2024;6;246,45;4;87,19;1;3;11;11;WAHR;8;4
2153;ORD_000652-3;652;04.02.2024;2;593,45;1;122,26;1;1;17;10;WAHR;5;1
2154;ORD_000653-1;653;12.03.2023;6;79,46;5;0;5;1;12;12;FALSCH;10;3
2155;ORD_000653-2;653;31.08.2023;1;77,48;4;0;4;1;20;5;WAHR;6;4
2156;ORD_000653-3;653;07.12.2023;6;88,82;4;71,7;1;1;12;4;WAHR;9;5
2157;ORD_000654-1;654;14.04.2023;2;1374,69;3;770,43;2;2;16;9;WAHR;6;5
2158;ORD_000654-2;654;29.05.2023;6;133,92;1;0;2;2;10;9;WAHR;11;4
2159;ORD_000654-3;654;11.06.2023;1;97,8;1;14,38;3;2;12;6;WAHR;6;4
2160;ORD_000654-4;654;05.08.2023;4;141,74;1;12,63;5;1;14;9;WAHR;4;3
2161;ORD_000655-1;655;16.02.2023;8;1198,65;5;1026,15;2;1;13;7;FALSCH;6;4
2162;ORD_000655-2;655;02.09.2023;5;201,88;3;0;2;2;12;4;WAHR;11;3
2163;ORD_000656-1;656;06.11.2023;3;897,58;1;163,51;1;2;13;9;WAHR;4;3
2164;ORD_000656-2;656;10.12.2023;6;239,16;4;88,03;2;2;11;9;WAHR;3;4
2165;ORD_000657-1;657;19.06.2023;3;104,32;4;72,74;5;1;21;11;FALSCH;2;4
2166;ORD_000657-2;657;14.07.2023;4;52,26;4;0;2;2;11;10;WAHR;6;5
2167;ORD_000657-3;657;20.01.2024;4;40,8;2;11,63;2;2;10;7;WAHR;6;1
2168;ORD_000657-4;657;08.03.2024;5;146,14;1;0;1;1;16;6;WAHR;7;5
2169;ORD_000658-1;658;12.09.2023;4;110,06;4;45,88;4;1;13;8;WAHR;8;5
2170;ORD_000658-2;658;20.09.2023;3;530,45;4;0;3;1;12;11;WAHR;7;4
2171;ORD_000659-1;659;06.09.2023;1;36,9;3;0;4;1;11;8;FALSCH;8;5
2172;ORD_000660-1;660;03.02.2024;5;43,03;3;7,43;4;1;15;7;WAHR;5;2
2173;ORD_000661-1;661;08.07.2023;1;29,93;4;22,83;4;2;16;9;WAHR;7;3
2174;ORD_000661-2;661;31.07.2023;4;16,93;5;13,34;3;1;17;10;WAHR;2;2
2175;ORD_000661-3;661;22.03.2024;7;135,5;1;15,67;2;2;12;10;WAHR;3;4
2176;ORD_000662-1;662;18.10.2023;7;357,14;3;0;2;2;14;8;FALSCH;9;4
2177;ORD_000662-2;662;18.02.2024;5;86,81;2;0;4;2;13;9;WAHR;4;5
2178;ORD_000663-1;663;16.02.2023;5;169,6;5;0;2;2;11;9;FALSCH;4;3
2179;ORD_000663-2;663;15.03.2023;4;31,09;1;0;3;1;19;12;WAHR;6;5
2180;ORD_000664-1;664;23.06.2023;5;39,77;2;0;2;2;14;9;FALSCH;11;2
2181;ORD_000664-2;664;05.07.2023;1;55,85;4;0;2;1;23;10;WAHR;12;5
2182;ORD_000664-3;664;06.12.2023;1;50,61;1;0;4;1;17;8;WAHR;9;2
2183;ORD_000665-1;665;09.03.2023;4;75,56;3;0;2;1;17;7;WAHR;6;3
2184;ORD_000665-2;665;01.09.2023;7;137,4;2;15,83;1;1;11;10;WAHR;9;3
2185;ORD_000665-3;665;22.10.2023;1;21,32;2;8,02;1;1;15;5;WAHR;4;5
2186;ORD_000665-4;665;14.03.2024;2;1084,13;1;0;4;1;16;12;WAHR;7;4
2187;ORD_000665-5;665;22.03.2024;8;4680,05;5;0;3;3;16;6;WAHR;8;1
2188;ORD_000666-1;666;23.07.2023;5;47,08;5;0;2;1;16;14;FALSCH;3;4
2189;ORD_000666-2;666;29.09.2023;2;211,18;5;183,43;5;1;12;9;WAHR;12;3
2190;ORD_000666-3;666;08.10.2023;3;253,67;5;0;2;1;15;7;WAHR;5;5
2191;ORD_000667-1;667;29.06.2023;8;512,17;4;0;2;2;15;6;FALSCH;8;5
2192;ORD_000667-2;667;27.11.2023;2;1448,48;3;868,47;3;1;14;11;WAHR;3;3
2193;ORD_000668-1;668;26.02.2023;6;229,98;4;0;2;1;19;12;FALSCH;18;4
2194;ORD_000668-2;668;14.06.2023;5;153,61;2;40,21;2;1;11;14;WAHR;8;2
2195;ORD_000668-3;668;12.11.2023;3;263,04;3;64,55;2;1;15;13;WAHR;6;4
2196;ORD_000669-1;669;05.05.2023;2;916,14;1;80,1;5;2;17;14;WAHR;12;3
2197;ORD_000669-2;669;03.09.2023;8;2222,69;5;0;3;1;14;10;WAHR;2;3
2198;ORD_000669-3;669;01.11.2023;8;2379,05;3;462,09;1;3;14;5;WAHR;5;3
2199;ORD_000670-1;670;11.01.2023;6;18,56;3;0;2;3;12;10;WAHR;4;5
2200;ORD_000670-2;670;30.06.2023;4;35,72;2;0;4;3;14;8;WAHR;18;5
2201;ORD_000670-3;670;04.11.2023;5;35,84;4;24,87;4;1;15;9;WAHR;9;5
2202;ORD_000670-4;670;27.02.2024;1;29,32;4;0;2;1;15;8;WAHR;7;4
2203;ORD_000671-1;671;20.12.2023;5;25,16;5;0;1;2;11;12;WAHR;11;4
2204;ORD_000671-2;671;15.02.2024;7;343,3;5;0;4;2;15;9;WAHR;2;3
2205;ORD_000672-1;672;21.02.2023;6;147,51;4;0;4;1;15;9;FALSCH;7;4
2206;ORD_000672-2;672;12.04.2023;3;896,54;1;0;3;1;17;9;WAHR;3;4
2207;ORD_000673-1;673;18.11.2023;7;584,42;2;0;4;2;18;15;WAHR;4;4
2208;ORD_000674-1;674;01.03.2023;7;267,9;4;65,47;4;1;12;7;WAHR;4;5
2209;ORD_000674-2;674;12.10.2023;5;392,11;4;0;2;3;12;6;WAHR;10;4
2210;ORD_000674-3;674;18.10.2023;5;90,99;5;43,43;3;1;14;6;WAHR;5;5
2211;ORD_000674-4;674;03.12.2023;8;1211,33;4;0;4;1;14;7;WAHR;3;4
2212;ORD_000674-5;674;01.02.2024;6;154;2;35,84;3;1;17;9;WAHR;3;3
2213;ORD_000675-1;675;25.03.2023;3;510,5;1;0;4;2;15;5;WAHR;4;5
2214;ORD_000675-2;675;14.05.2023;8;5740;3;0;2;2;14;6;WAHR;9;4
2215;ORD_000675-3;675;15.10.2023;6;56,06;1;10,25;4;3;13;10;WAHR;4;4
2216;ORD_000675-4;675;31.10.2023;8;375,94;2;145,63;4;1;13;10;WAHR;3;5
2217;ORD_000676-1;676;28.01.2023;8;1674,69;5;0;2;2;16;7;WAHR;7;4
2218;ORD_000676-2;676;22.02.2023;7;1286,14;1;0;5;2;15;9;WAHR;7;3
2219;ORD_000676-3;676;01.05.2023;3;112,42;4;56,65;4;2;12;11;WAHR;7;5
2220;ORD_000676-4;676;12.05.2023;8;1281,59;1;0;4;3;15;8;WAHR;11;3
2221;ORD_000676-5;676;29.05.2023;1;28,53;4;6,28;4;1;16;9;WAHR;5;2
2222;ORD_000676-6;676;23.06.2023;8;922,74;5;678,79;1;2;19;11;WAHR;7;1
2223;ORD_000676-7;676;10.12.2023;2;112,17;4;54,38;4;1;18;15;WAHR;1;5
2224;ORD_000676-8;676;14.12.2023;3;460,98;5;0;3;1;13;11;WAHR;7;4
2225;ORD_000676-9;676;14.01.2024;3;1124,15;2;0;2;1;15;11;WAHR;4;5
2226;ORD_000677-1;677;05.03.2024;2;632,01;3;0;2;1;14;12;WAHR;10;5
2227;ORD_000677-2;677;21.03.2024;7;203,97;1;0;4;2;16;9;WAHR;21;5
2228;ORD_000678-1;678;30.09.2023;1;142,21;1;0;1;1;15;8;FALSCH;14;5
2229;ORD_000679-1;679;26.01.2023;2;145,75;5;0;1;2;15;8;FALSCH;4;4
2230;ORD_000679-2;679;23.06.2023;2;1098,29;5;728,33;2;1;12;6;WAHR;8;4
2231;ORD_000679-3;679;06.07.2023;7;216,49;2;0;1;1;17;8;WAHR;5;5
2232;ORD_000679-4;679;20.09.2023;2;292,72;4;126,28;2;2;13;8;WAHR;13;4
2233;ORD_000679-5;679;22.09.2023;7;239,57;5;0;2;2;9;5;WAHR;4;5
2234;ORD_000679-6;679;01.10.2023;6;185,45;4;104,95;2;2;9;10;WAHR;5;2
2235;ORD_000679-7;679;10.10.2023;1;107,06;2;0;3;2;14;5;WAHR;7;2
2236;ORD_000679-8;679;02.12.2023;6;22,88;1;0;3;1;14;8;WAHR;2;5
2237;ORD_000680-1;680;01.05.2023;7;511,84;1;69,63;3;1;14;8;WAHR;5;4
2238;ORD_000680-2;680;21.10.2023;1;125;5;0;5;2;16;8;WAHR;3;3
2239;ORD_000680-3;680;26.01.2024;7;140,05;2;0;2;3;14;7;WAHR;5;5
2240;ORD_000681-1;681;15.02.2023;5;120,22;4;0;2;1;15;8;FALSCH;5;5
2241;ORD_000681-2;681;02.07.2023;3;725,48;2;0;1;1;10;8;WAHR;4;5
2242;ORD_000681-3;681;14.09.2023;5;101,96;1;17,95;1;1;15;8;WAHR;2;5
2243;ORD_000681-4;681;06.12.2023;2;2024,55;1;360,71;3;3;16;5;WAHR;5;5
2244;ORD_000681-5;681;07.12.2023;1;65,04;2;0;4;2;17;11;WAHR;1;4
2245;ORD_000682-1;682;25.08.2023;1;36,26;1;4,23;2;1;13;10;FALSCH;5;3
2246;ORD_000682-2;682;07.12.2023;4;58,38;2;12,75;2;1;14;8;WAHR;3;3
2247;ORD_000683-1;683;19.01.2023;4;179,21;4;0;4;2;11;8;WAHR;6;4
2248;ORD_000683-2;683;07.02.2023;5;162,74;5;0;4;3;17;11;WAHR;7;5
2249;ORD_000683-3;683;23.06.2023;1;49,03;2;0;2;1;10;10;WAHR;5;1
2250;ORD_000683-4;683;17.08.2023;1;62,65;1;13,71;2;1;20;8;WAHR;6;4
2251;ORD_000683-5;683;22.08.2023;2;1550,83;4;0;4;3;21;6;WAHR;1;5
