Order_ID,Date,Age,Gender,City_Name,Product_Category_Name,Payment_Method,Device_Type,Unit_Price,Quantity,Discount_Amount,Total_Amount,Session_Duration_Minutes,Pages_Viewed,Is_Returning_Customer,Delivery_Time_Days,Customer_Rating
10182,2023-10-23,32,Female,Istanbul,Sports,"Credit Card",Desktop,202.27,1,36.54,165.73,13,10,1,5,5
10186,2023-05-11,23,Female,Istanbul,Fashion,"Credit Card",Desktop,175.54,4,146.45,555.71,16,11,1,2,4
10190,2023-01-09,20,Female,Istanbul,Fashion,"Credit Card",Desktop,111.65,3,0.00,334.95,14,6,1,11,3
10204,2023-10-29,18,Female,Bursa,Beauty,"Credit Card",Desktop,73.41,3,0.00,220.23,13,9,1,8,5
10206,2023-01-18,24,Female,Eskisehir,Food,"Credit Card",Desktop,149.71,2,0.00,299.42,14,11,0,8,4
10218,2024-02-27,41,Female,Ankara,Food,"Credit Card",Desktop,14.67,5,0.00,73.35,18,6,1,7,4
10223,2023-02-21,18,Female,Kayseri,Beauty,"Credit Card",Desktop,263.96,1,0.00,263.96,11,6,1,5,3
10238,2023-07-25,50,Female,Izmir,Beauty,"Credit Card",Desktop,96.87,3,0.00,290.61,13,5,1,7,5
10240,2023-02-25,19,Female,Istanbul,Electronics,"Credit Card",Desktop,2730.23,2,414.33,5046.13,14,9,1,1,1
10241,2023-03-01,19,Female,Istanbul,Food,"Credit Card",Desktop,28.92,4,0.00,115.68,15,5,1,8,4
10244,2023-10-14,19,Female,Istanbul,Food,"Credit Card",Desktop,49.70,4,0.00,198.80,13,8,1,5,4
10253,2023-12-08,47,Male,Izmir,Food,"Credit Card",Desktop,61.83,2,17.96,105.70,14,11,1,9,2
10262,2023-04-28,29,Male,Istanbul,Sports,"Credit Card",Desktop,658.83,1,76.31,582.52,16,12,1,9,4
10294,2023-12-22,35,Female,Izmir,"Home & Garden","Credit Card",Desktop,1188.50,1,244.29,944.21,17,5,1,10,4
10298,2024-01-01,18,Female,Eskisehir,Books,"Credit Card",Desktop,76.65,2,0.00,153.30,17,7,1,5,5
10310,2023-05-22,23,Female,Adana,"Home & Garden","Credit Card",Desktop,1289.48,2,0.00,2578.96,9,13,1,4,3
10311,2024-02-12,23,Female,Adana,Food,"Credit Card",Desktop,88.67,5,0.00,443.35,15,6,1,14,5
10314,2023-04-02,30,Male,Adana,Books,"Credit Card",Desktop,21.55,3,4.26,60.39,10,10,1,4,3
10322,2023-10-15,23,Male,Kayseri,Food,"Credit Card",Desktop,31.94,3,0.00,95.82,12,9,1,6,3
10325,2023-05-14,32,Male,Gaziantep,"Home & Garden","Credit Card",Desktop,172.65,2,72.88,272.42,12,11,1,3,3
10333,2023-12-15,42,Female,Gaziantep,Beauty,"Credit Card",Desktop,288.87,5,0.00,1444.35,16,11,1,2,5
10335,2024-03-12,42,Female,Gaziantep,Sports,"Credit Card",Desktop,278.49,4,148.42,965.54,12,7,1,4,5
10349,2023-06-24,43,Male,Kayseri,Books,"Credit Card",Desktop,33.85,4,28.09,107.31,13,3,1,3,4
10364,2023-07-31,40,Female,Gaziantep,Fashion,"Credit Card",Desktop,101.67,3,0.00,305.01,12,9,1,7,5
10375,2023-08-16,26,Male,Antalya,Fashion,"Credit Card",Desktop,352.92,1,22.15,330.77,14,9,1,12,5
10377,2023-10-18,26,Male,Antalya,Beauty,"Credit Card",Desktop,50.20,1,9.27,40.93,15,8,1,5,4
10380,2024-03-14,26,Male,Antalya,Sports,"Credit Card",Desktop,95.85,3,0.00,287.55,17,9,1,14,4
10384,2024-01-18,31,Male,Ankara,Fashion,"Credit Card",Desktop,506.29,5,330.92,2200.53,10,8,1,4,4
10387,2023-07-29,25,Female,Ankara,Electronics,"Credit Card",Desktop,3997.51,3,0.00,11992.53,11,11,1,7,1
10397,2023-01-22,28,Male,Istanbul,"Home & Garden","Credit Card",Desktop,1223.67,4,0.00,4894.68,15,7,0,9,4
10409,2023-10-24,20,Male,Izmir,Beauty,"Credit Card",Desktop,155.22,2,54.89,255.55,18,11,1,5,3
10416,2023-07-20,38,Male,Kayseri,Electronics,"Credit Card",Desktop,5581.34,1,0.00,5581.34,17,13,1,5,5
10417,2023-09-25,31,Male,Istanbul,Electronics,"Credit Card",Desktop,2032.03,3,0.00,6096.09,17,9,1,9,4
10420,2024-01-12,33,Female,Adana,Beauty,"Credit Card",Desktop,83.87,4,38.64,296.84,14,11,1,2,4
10424,2023-08-16,38,Male,Izmir,Toys,"Credit Card",Desktop,281.95,3,152.93,692.92,15,12,0,16,5
10446,2023-05-05,55,Female,Bursa,Fashion,"Credit Card",Desktop,149.90,4,127.87,471.73,12,10,1,6,4
10456,2023-10-09,26,Male,Bursa,Food,"Credit Card",Desktop,195.46,5,54.60,922.70,20,6,1,5,4
10458,2023-02-05,44,Female,Bursa,Food,"Credit Card",Desktop,54.35,3,0.00,163.05,14,6,1,6,4
10467,2024-03-10,41,Male,Istanbul,Food,"Credit Card",Desktop,134.37,4,0.00,537.48,14,12,1,9,4
10468,2023-02-26,37,Male,Bursa,Sports,"Credit Card",Desktop,254.42,2,0.00,508.84,16,8,1,3,5
10490,2023-12-02,32,Female,Kayseri,Toys,"Credit Card",Desktop,331.13,4,0.00,1324.52,9,9,1,4,5
10491,2023-12-15,32,Female,Kayseri,Fashion,"Credit Card",Desktop,173.18,4,0.00,692.72,17,9,1,3,3
10510,2023-03-11,18,Male,Adana,Toys,"Credit Card",Desktop,161.31,1,13.14,148.17,11,8,0,5,2
10517,2023-05-17,40,Female,Istanbul,Electronics,"Credit Card",Desktop,1026.51,2,377.78,1675.24,15,8,0,9,2
10523,2023-07-13,24,Female,Eskisehir,Books,"Credit Card",Desktop,50.85,1,0.00,50.85,16,12,1,3,4
10529,2023-04-02,47,Female,Istanbul,Sports,"Credit Card",Desktop,346.06,4,0.00,1384.24,18,8,1,5,4
10565,2023-11-18,47,Female,Ankara,Toys,"Credit Card",Desktop,97.45,3,0.00,292.35,17,8,1,3,1
10571,2023-10-16,26,Male,Ankara,"Home & Garden","Credit Card",Desktop,570.80,1,0.00,570.80,19,9,1,10,2
10588,2023-06-24,31,Male,Bursa,Books,"Credit Card",Desktop,54.56,3,0.00,163.68,18,6,1,2,5
10593,2024-03-21,20,Male,Kayseri,"Home & Garden","Credit Card",Desktop,430.51,1,69.66,360.85,15,6,1,5,5
10596,2023-02-28,38,Female,Istanbul,Electronics,"Credit Card",Desktop,2701.82,3,0.00,8105.46,14,8,0,5,2
10597,2023-04-11,38,Female,Istanbul,Fashion,"Credit Card",Desktop,145.72,3,0.00,437.16,14,8,1,3,4
10613,2023-11-08,25,Male,Eskisehir,"Home & Garden","Credit Card",Desktop,450.47,1,0.00,450.47,9,11,1,5,5
10614,2023-12-03,25,Male,Eskisehir,Toys,"Credit Card",Desktop,245.23,3,87.73,647.96,16,9,1,11,5
10615,2023-12-14,25,Male,Eskisehir,Food,"Credit Card",Desktop,97.22,5,0.00,486.10,13,8,1,8,5
10618,2023-11-02,47,Female,Ankara,Food,"Credit Card",Desktop,72.51,4,34.51,255.53,12,6,1,5,3
10624,2023-05-31,27,Female,Istanbul,Beauty,"Credit Card",Desktop,41.68,5,28.42,179.98,13,8,1,14,3
10626,2023-06-10,27,Female,Istanbul,Electronics,"Credit Card",Desktop,1028.29,3,0.00,3084.87,11,4,1,7,4
10628,2023-08-28,27,Female,Istanbul,Fashion,"Credit Card",Desktop,335.76,2,0.00,671.52,14,7,1,12,5
10635,2023-07-30,40,Female,Adana,Beauty,"Credit Card",Desktop,101.34,3,0.00,304.02,12,10,1,9,2
10641,2023-12-05,30,Male,Adana,Books,"Credit Card",Desktop,58.54,3,10.80,164.82,16,11,1,3,5
10645,2023-06-23,18,Female,Istanbul,Books,"Credit Card",Desktop,62.29,4,0.00,249.16,18,12,1,3,4
10650,2023-04-18,35,Female,Eskisehir,Toys,"Credit Card",Desktop,103.07,1,0.00,103.07,13,9,1,3,5
10652,2023-12-09,35,Female,Eskisehir,Electronics,"Credit Card",Desktop,888.53,1,117.35,771.18,16,7,1,9,5
10659,2023-05-31,34,Female,Konya,Sports,"Credit Card",Desktop,836.71,3,0.00,2510.13,12,7,1,10,4
10667,2023-08-16,52,Male,Istanbul,Books,"Credit Card",Desktop,14.06,1,0.00,14.06,13,9,1,7,5
10671,2023-03-18,35,Male,Konya,Books,"Credit Card",Desktop,49.42,4,0.00,197.68,14,9,1,4,5
10691,2024-01-31,22,Male,Konya,Beauty,"Credit Card",Desktop,52.72,2,0.00,105.44,17,10,0,3,3
10697,2023-05-16,31,Female,Bursa,Electronics,"Credit Card",Desktop,892.55,2,0.00,1785.10,13,9,1,8,4
10698,2023-06-16,31,Female,Bursa,Beauty,"Credit Card",Desktop,215.81,1,11.09,204.72,16,14,1,8,5
10705,2023-03-17,45,Female,Kayseri,"Home & Garden","Credit Card",Desktop,317.45,2,129.20,505.70,11,8,0,3,5
10706,2023-06-28,45,Female,Kayseri,Beauty,"Credit Card",Desktop,86.68,4,55.84,290.88,11,9,1,1,2
10710,2023-01-17,18,Female,Eskisehir,Books,"Credit Card",Desktop,102.52,4,0.00,410.08,12,4,0,2,4
10722,2023-10-10,40,Male,Istanbul,Toys,"Credit Card",Desktop,285.09,1,0.00,285.09,15,5,1,1,3
10735,2023-02-05,24,Female,Izmir,Beauty,"Credit Card",Desktop,56.67,5,0.00,283.35,16,7,0,8,5
10738,2023-09-23,24,Female,Izmir,Beauty,"Credit Card",Desktop,297.92,1,0.00,297.92,19,10,1,12,4
10739,2023-03-09,45,Male,Istanbul,"Home & Garden","Credit Card",Desktop,634.19,3,146.08,1756.49,19,10,1,4,4
10750,2023-11-24,18,Male,Istanbul,Books,"Credit Card",Desktop,51.11,3,0.00,153.33,14,13,1,3,4
10752,2023-07-02,30,Male,Ankara,Electronics,"Credit Card",Desktop,959.73,1,195.05,764.68,15,7,1,5,3
10761,2023-12-20,20,Male,Istanbul,Books,"Credit Card",Desktop,75.76,1,5.71,70.05,12,10,1,13,4
10766,2023-06-22,36,Male,Istanbul,"Home & Garden","Credit Card",Desktop,487.03,4,0.00,1948.12,11,10,1,3,5
10770,2024-02-20,36,Male,Istanbul,Beauty,"Credit Card",Desktop,125.04,5,110.76,514.44,14,8,1,6,4
10788,2023-04-19,29,Female,Ankara,Toys,"Credit Card",Desktop,260.67,4,216.30,826.38,12,11,1,6,3
10790,2023-07-27,29,Female,Ankara,Beauty,"Credit Card",Desktop,138.92,4,44.66,511.02,20,8,1,6,5
10794,2023-10-15,26,Male,Izmir,Fashion,"Credit Card",Desktop,95.11,5,0.00,475.55,11,9,1,11,4
10798,2023-06-23,21,Female,Adana,Fashion,"Credit Card",Desktop,218.31,1,0.00,218.31,11,7,1,5,4
10822,2023-09-06,19,Male,Kayseri,Sports,"Credit Card",Desktop,89.76,4,0.00,359.04,14,12,1,3,4
10823,2023-09-14,19,Male,Kayseri,"Home & Garden","Credit Card",Desktop,575.74,5,0.00,2878.70,15,10,1,6,5
10833,2024-01-07,22,Female,Kayseri,Electronics,"Credit Card",Desktop,2810.13,3,1379.05,7051.34,19,10,1,13,5
10847,2023-08-03,18,Male,Istanbul,Food,"Credit Card",Desktop,35.27,5,15.68,160.67,16,8,1,14,4
10848,2023-08-22,18,Male,Istanbul,"Home & Garden","Credit Card",Desktop,1071.49,2,381.53,1761.45,15,9,1,4,4
10849,2024-01-06,18,Male,Istanbul,Fashion,"Credit Card",Desktop,557.10,2,0.00,1114.20,16,7,1,5,1
10857,2024-02-04,46,Female,Ankara,Fashion,"Credit Card",Desktop,374.45,5,359.11,1513.14,15,6,1,6,4
10861,2023-02-17,46,Male,Izmir,Books,"Credit Card",Desktop,12.31,5,0.00,61.55,12,6,1,1,4
10869,2023-03-08,31,Male,Izmir,Books,"Credit Card",Desktop,33.06,1,7.10,25.96,11,11,1,7,5
10876,2023-07-19,20,Female,Konya,Sports,"Credit Card",Desktop,168.01,1,0.00,168.01,16,11,1,11,4
10878,2023-08-28,45,Female,Istanbul,Beauty,"Credit Card",Desktop,64.44,2,0.00,128.88,14,6,0,10,5
10886,2023-04-27,43,Male,Ankara,Electronics,"Credit Card",Desktop,699.20,4,0.00,2796.80,22,7,0,9,3
10898,2023-02-22,43,Male,Istanbul,Electronics,"Credit Card",Desktop,957.51,3,0.00,2872.53,14,10,1,7,4
10900,2023-06-01,43,Male,Istanbul,Beauty,"Credit Card",Desktop,103.33,4,55.35,357.97,15,11,1,10,1
10927,2023-03-11,26,Male,Bursa,Electronics,"Credit Card",Desktop,1188.19,2,0.00,2376.38,17,8,0,6,4
10939,2024-02-29,45,Male,Izmir,"Home & Garden","Credit Card",Desktop,304.10,2,0.00,608.20,16,9,1,6,3
10943,2023-12-12,40,Male,Ankara,Food,"Credit Card",Desktop,31.07,5,12.88,142.47,14,10,1,4,4
10944,2023-01-10,49,Male,Bursa,Toys,"Credit Card",Desktop,241.04,4,106.36,857.80,14,6,1,4,4
10963,2023-10-20,26,Female,Ankara,"Home & Garden","Credit Card",Desktop,199.35,1,0.00,199.35,15,7,1,6,1
10967,2024-03-13,26,Female,Ankara,Books,"Credit Card",Desktop,30.39,2,0.00,60.78,12,10,1,6,2
10976,2024-02-08,22,Male,Izmir,Beauty,"Credit Card",Desktop,98.37,5,0.00,491.85,17,6,1,3,4
10979,2023-07-31,44,Female,Bursa,Sports,"Credit Card",Desktop,262.41,3,0.00,787.23,14,6,1,8,5
10980,2023-08-21,44,Female,Bursa,Books,"Credit Card",Desktop,47.48,5,14.79,222.61,13,9,1,2,3
10983,2023-02-14,51,Female,Antalya,"Home & Garden","Credit Card",Desktop,181.17,5,0.00,905.85,13,6,0,6,4
10992,2023-03-16,23,Male,Istanbul,Fashion,"Credit Card",Desktop,218.19,1,0.00,218.19,6,10,1,7,5
10993,2023-03-27,23,Male,Istanbul,Food,"Credit Card",Desktop,28.22,5,19.78,121.32,11,11,1,12,4
10995,2023-04-13,24,Female,Izmir,Electronics,"Credit Card",Desktop,2195.51,2,875.30,3515.72,13,8,1,7,5
11000,2023-11-15,24,Female,Izmir,Books,"Credit Card",Desktop,49.44,1,4.34,45.10,18,6,1,12,4
11004,2023-09-17,49,Female,Gaziantep,Food,"Credit Card",Desktop,111.73,5,0.00,558.65,18,11,1,7,4
11008,2023-04-01,34,Male,Istanbul,Beauty,"Credit Card",Desktop,98.86,1,11.88,86.98,15,7,1,8,2
11009,2023-04-08,34,Male,Istanbul,Beauty,"Credit Card",Desktop,59.45,4,19.94,217.86,13,9,1,5,5
11014,2024-03-12,34,Male,Istanbul,Sports,"Credit Card",Desktop,516.00,1,62.93,453.07,11,3,1,2,4
11025,2024-01-04,19,Male,Istanbul,Books,"Credit Card",Desktop,40.27,1,0.00,40.27,14,10,1,3,5
11028,2023-10-01,47,Male,Bursa,"Home & Garden","Credit Card",Desktop,556.89,5,0.00,2784.45,14,12,0,13,3
11031,2023-07-17,19,Male,Konya,Fashion,"Credit Card",Desktop,174.93,2,27.74,322.12,14,10,1,6,4
11039,2024-01-12,35,Female,Eskisehir,Toys,"Credit Card",Desktop,106.74,2,0.00,213.48,16,10,0,8,4
11045,2023-02-22,18,Male,Istanbul,Food,"Credit Card",Desktop,77.98,2,8.83,147.13,12,9,0,8,3
11046,2024-01-09,18,Male,Istanbul,"Home & Garden","Credit Card",Desktop,748.20,1,78.69,669.51,12,10,1,15,4
11048,2023-03-21,47,Male,Istanbul,Sports,"Credit Card",Desktop,356.09,5,363.03,1417.42,19,5,0,5,3
11052,2023-07-10,32,Male,Izmir,Sports,"Credit Card",Desktop,153.26,1,0.00,153.26,14,11,1,7,4
11062,2023-05-06,26,Male,Izmir,Books,"Credit Card",Desktop,43.79,1,0.00,43.79,16,12,1,9,1
11065,2023-12-07,26,Male,Izmir,Fashion,"Credit Card",Desktop,399.93,2,148.20,651.66,11,15,1,3,2
11078,2023-04-24,42,Male,Bursa,Food,"Credit Card",Desktop,14.40,3,0.00,43.20,15,9,1,8,5
11091,2023-05-02,24,Female,Gaziantep,Electronics,"Credit Card",Desktop,1550.41,1,199.64,1350.77,13,4,1,5,4
11102,2023-05-01,52,Male,Gaziantep,Sports,"Credit Card",Desktop,975.82,5,352.17,4526.93,15,11,0,5,2
11109,2023-12-24,35,Male,Eskisehir,Books,"Credit Card",Desktop,41.03,2,0.00,82.06,12,10,1,5,4
11114,2023-08-26,24,Male,Ankara,Beauty,"Credit Card",Desktop,45.63,2,12.61,78.65,19,10,1,9,3
11115,2023-09-15,24,Male,Ankara,"Home & Garden","Credit Card",Desktop,1984.43,4,0.00,7937.72,11,9,1,2,4
11120,2023-03-23,42,Male,Istanbul,Sports,"Credit Card",Desktop,542.06,4,220.21,1948.03,20,9,1,9,5
11121,2023-07-13,42,Male,Istanbul,Food,"Credit Card",Desktop,17.87,1,0.00,17.87,14,12,1,12,5
11127,2023-12-18,24,Male,Istanbul,Beauty,"Credit Card",Desktop,40.11,5,0.00,200.55,18,8,1,13,2
11133,2023-04-15,42,Female,Konya,Toys,"Credit Card",Desktop,29.66,2,0.00,59.32,21,8,0,6,4
11134,2024-01-09,42,Female,Konya,Books,"Credit Card",Desktop,24.87,2,0.00,49.74,16,11,1,6,5
11136,2023-05-04,32,Female,Adana,Fashion,"Credit Card",Desktop,69.50,1,0.00,69.50,18,14,1,7,4
11137,2024-02-05,32,Female,Adana,Fashion,"Credit Card",Desktop,342.92,1,0.00,342.92,15,14,1,9,5
11139,2023-04-08,24,Female,Antalya,Electronics,"Credit Card",Desktop,1040.50,3,0.00,3121.50,10,7,1,5,2
11151,2023-09-19,36,Male,Antalya,Books,"Credit Card",Desktop,49.42,5,54.14,192.96,12,10,1,2,3
11152,2023-09-21,36,Male,Antalya,Toys,"Credit Card",Desktop,109.30,1,0.00,109.30,16,10,1,5,5
11154,2023-12-05,36,Male,Antalya,Beauty,"Credit Card",Desktop,136.38,5,0.00,681.90,15,10,1,7,4
11161,2023-01-30,24,Female,Ankara,Fashion,"Credit Card",Desktop,45.06,2,0.00,90.12,17,6,1,6,4
11162,2023-02-10,24,Female,Ankara,Sports,"Credit Card",Desktop,434.37,2,0.00,868.74,15,7,1,4,5
11163,2023-05-18,24,Female,Ankara,Fashion,"Credit Card",Desktop,152.24,1,0.00,152.24,15,12,1,2,5
11173,2023-01-07,45,Male,Izmir,Sports,"Credit Card",Desktop,242.12,4,0.00,968.48,18,9,0,5,4
11181,2023-01-26,18,Male,Konya,Fashion,"Credit Card",Desktop,743.44,2,0.00,1486.88,15,9,1,8,5
11189,2024-01-17,18,Male,Konya,Sports,"Credit Card",Desktop,242.14,4,0.00,968.56,10,8,1,4,4
11191,2023-05-18,53,Male,Ankara,Books,"Credit Card",Desktop,13.56,4,0.00,54.24,14,9,1,4,4
11193,2024-03-03,53,Male,Ankara,Electronics,"Credit Card",Desktop,2486.40,2,0.00,4972.80,15,10,1,4,4
11206,2024-02-12,52,Female,Ankara,Electronics,"Credit Card",Desktop,695.95,2,0.00,1391.90,17,6,1,6,5
11211,2023-04-05,20,Male,Konya,Sports,"Credit Card",Desktop,505.32,4,0.00,2021.28,20,13,1,7,5
11222,2023-07-30,55,Male,Istanbul,Books,"Credit Card",Desktop,78.17,3,0.00,234.51,14,8,1,8,5
11224,2023-02-25,23,Female,Antalya,Toys,"Credit Card",Desktop,301.87,3,0.00,905.61,12,9,0,4,2
11226,2023-08-09,48,Male,Istanbul,Toys,"Credit Card",Desktop,281.49,4,0.00,1125.96,20,8,0,6,5
11227,2023-02-27,39,Female,Ankara,Books,"Credit Card",Desktop,34.13,3,0.00,102.39,14,10,0,4,5
11230,2023-07-14,23,Male,Izmir,Books,"Credit Card",Desktop,13.73,3,0.00,41.19,12,12,0,12,3
11232,2023-12-24,23,Male,Izmir,Food,"Credit Card",Desktop,42.44,5,18.78,193.42,14,10,1,3,3
11233,2024-01-22,23,Male,Izmir,Food,"Credit Card",Desktop,55.28,1,11.42,43.86,17,10,1,3,3
11239,2023-08-17,37,Male,Antalya,Toys,"Credit Card",Desktop,97.65,4,0.00,390.60,16,8,1,13,5
11245,2023-06-29,48,Female,Bursa,Books,"Credit Card",Desktop,77.99,5,0.00,389.95,13,9,1,11,3
11259,2023-12-14,39,Male,Bursa,Food,"Credit Card",Desktop,33.24,3,0.00,99.72,21,6,1,6,5
11280,2023-11-20,40,Female,Bursa,Toys,"Credit Card",Desktop,228.50,5,0.00,1142.50,14,11,1,6,5
11283,2023-06-04,22,Male,Bursa,Toys,"Credit Card",Desktop,226.12,1,0.00,226.12,15,10,1,10,3
11289,2023-10-01,39,Male,Bursa,Toys,"Credit Card",Desktop,292.08,1,0.00,292.08,19,9,1,10,5
11325,2023-05-14,38,Female,Eskisehir,Books,"Credit Card",Desktop,31.96,3,0.00,95.88,15,8,1,2,4
11346,2023-11-22,21,Male,Istanbul,Food,"Credit Card",Desktop,61.10,4,0.00,244.40,16,9,1,7,3
11347,2023-01-29,45,Female,Bursa,Toys,"Credit Card",Desktop,69.49,5,0.00,347.45,11,9,0,13,2
11350,2023-06-25,45,Female,Bursa,Beauty,"Credit Card",Desktop,53.01,2,0.00,106.02,13,11,1,7,5
11362,2023-06-01,51,Male,Izmir,Electronics,"Credit Card",Desktop,505.83,4,0.00,2023.32,18,11,1,9,5
11369,2024-02-02,18,Female,Konya,Books,"Credit Card",Desktop,27.55,2,3.49,51.61,13,11,1,7,4
11370,2023-03-15,18,Male,Istanbul,Sports,"Credit Card",Desktop,165.94,2,0.00,331.88,12,8,1,6,5
11372,2024-01-06,18,Male,Istanbul,Fashion,"Credit Card",Desktop,159.45,4,73.94,563.86,14,10,1,9,4
11375,2024-01-24,33,Male,Gaziantep,Toys,"Credit Card",Desktop,195.09,2,0.00,390.18,10,9,1,4,4
11382,2023-02-16,43,Female,Istanbul,Sports,"Credit Card",Desktop,577.85,4,356.19,1955.21,18,6,1,10,1
11386,2023-06-03,43,Female,Istanbul,Toys,"Credit Card",Desktop,105.91,4,72.68,350.96,17,9,1,4,5
11388,2023-09-29,43,Female,Istanbul,"Home & Garden","Credit Card",Desktop,844.08,1,82.35,761.73,16,8,1,8,4
11391,2023-04-10,32,Male,Adana,Toys,"Credit Card",Desktop,409.94,2,136.11,683.77,13,9,1,2,4
11420,2023-01-26,30,Male,Adana,Beauty,"Credit Card",Desktop,166.14,5,0.00,830.70,17,9,1,7,4
11425,2023-10-04,40,Male,Kayseri,Electronics,"Credit Card",Desktop,1064.01,5,0.00,5320.05,16,11,1,5,2
11434,2023-07-30,27,Female,Gaziantep,Food,"Credit Card",Desktop,129.58,4,0.00,518.32,14,8,1,3,4
11451,2024-02-04,18,Female,Antalya,Books,"Credit Card",Desktop,79.00,3,0.00,237.00,14,12,1,11,5
11474,2023-02-13,18,Female,Istanbul,Food,"Credit Card",Desktop,93.57,5,81.25,386.60,15,7,1,7,5
11479,2023-08-01,18,Female,Antalya,"Home & Garden","Credit Card",Desktop,869.85,2,123.38,1616.32,19,10,1,6,5
11481,2023-08-22,18,Female,Antalya,Beauty,"Credit Card",Desktop,91.45,1,0.00,91.45,11,9,1,5,4
11489,2024-03-14,58,Male,Istanbul,Sports,"Credit Card",Desktop,785.26,2,0.00,1570.52,22,10,1,1,4
11497,2023-07-13,39,Male,Kayseri,Food,"Credit Card",Desktop,116.16,1,7.48,108.68,17,4,1,5,2
11511,2023-04-01,52,Male,Ankara,Beauty,"Credit Card",Desktop,66.76,5,0.00,333.80,14,5,1,1,2
11513,2023-01-26,56,Female,Istanbul,Books,"Credit Card",Desktop,26.29,3,12.67,66.20,10,8,1,6,2
11519,2023-02-28,18,Male,Izmir,Sports,"Credit Card",Desktop,596.25,4,0.00,2385.00,17,8,0,2,4
11525,2023-10-30,31,Male,Bursa,Fashion,"Credit Card",Desktop,438.63,1,0.00,438.63,16,9,1,2,4
11528,2023-10-27,23,Male,Ankara,Sports,"Credit Card",Desktop,720.94,3,135.45,2027.37,12,11,1,3,4
11533,2023-11-08,26,Female,Istanbul,Electronics,"Credit Card",Desktop,943.02,2,0.00,1886.04,14,10,1,1,2
11543,2023-05-22,37,Male,Istanbul,"Home & Garden","Credit Card",Desktop,928.52,2,0.00,1857.04,19,6,1,4,3
11547,2023-12-14,48,Female,Bursa,Beauty,"Credit Card",Desktop,168.00,1,0.00,168.00,14,9,1,4,3
11550,2023-07-12,28,Male,Istanbul,Food,"Credit Card",Desktop,89.05,1,0.00,89.05,13,12,1,8,3
11553,2023-12-17,28,Male,Istanbul,Toys,"Credit Card",Desktop,125.02,4,97.53,402.55,21,9,1,6,4
11554,2023-04-11,25,Female,Ankara,Sports,"Credit Card",Desktop,671.00,3,168.93,1844.07,15,7,1,4,3
11562,2023-01-11,45,Male,Kayseri,Food,"Credit Card",Desktop,115.28,5,0.00,576.40,10,8,1,15,4
11564,2023-03-22,36,Female,Konya,Sports,"Credit Card",Desktop,199.74,5,60.96,937.74,8,12,0,4,5
11566,2023-07-08,18,Female,Bursa,Sports,"Credit Card",Desktop,467.90,3,0.00,1403.70,11,10,1,4,3
11567,2023-05-17,25,Male,Bursa,Fashion,"Credit Card",Desktop,427.69,4,335.22,1375.54,12,6,1,4,3
11579,2023-10-16,18,Female,Istanbul,Electronics,"Credit Card",Desktop,1827.23,5,0.00,9136.15,15,8,1,5,5
11612,2024-03-08,40,Male,Konya,Toys,"Credit Card",Desktop,148.82,2,0.00,297.64,15,8,1,10,1
11614,2023-12-11,18,Male,Bursa,"Home & Garden","Credit Card",Desktop,951.15,1,0.00,951.15,14,11,1,4,1
11617,2023-02-01,43,Female,Gaziantep,Electronics,"Credit Card",Desktop,633.22,4,518.96,2013.92,14,9,1,3,5
11625,2023-06-26,59,Female,Izmir,Food,"Credit Card",Desktop,163.85,4,0.00,655.40,15,9,0,3,1
11627,2023-09-19,59,Female,Izmir,Food,"Credit Card",Desktop,25.91,4,0.00,103.64,15,7,1,4,5
11639,2023-03-20,58,Male,Istanbul,Sports,"Credit Card",Desktop,706.50,2,0.00,1413.00,17,9,1,8,3
11661,2023-04-08,27,Male,Izmir,Books,"Credit Card",Desktop,59.18,1,0.00,59.18,12,11,1,12,5
11662,2023-05-26,27,Male,Izmir,Beauty,"Credit Card",Desktop,114.54,4,0.00,458.16,15,6,1,8,5
11671,2023-08-22,40,Male,Adana,Books,"Credit Card",Desktop,83.46,5,77.46,339.84,16,9,0,7,4
11673,2023-12-26,40,Male,Adana,Books,"Credit Card",Desktop,46.74,4,0.00,186.96,17,10,1,8,5
11675,2023-05-14,40,Female,Istanbul,Books,"Credit Card",Desktop,20.95,4,17.96,65.84,12,7,1,12,4
11678,2023-12-03,18,Female,Bursa,Electronics,"Credit Card",Desktop,2739.39,4,0.00,10957.56,9,8,1,9,1
11679,2024-02-03,18,Female,Bursa,Beauty,"Credit Card",Desktop,71.80,1,0.00,71.80,12,11,1,2,5
11701,2023-09-29,51,Female,Eskisehir,Beauty,"Credit Card",Desktop,88.06,4,0.00,352.24,14,10,1,6,4
11709,2024-03-05,33,Male,Istanbul,Toys,"Credit Card",Desktop,142.94,2,0.00,285.88,16,10,1,7,5
11710,2024-03-24,33,Male,Istanbul,Books,"Credit Card",Desktop,67.82,5,0.00,339.10,14,9,1,4,3
11720,2023-04-27,19,Male,Izmir,Electronics,"Credit Card",Desktop,1473.23,5,0.00,7366.15,18,8,1,7,5
11734,2023-08-23,27,Other,Istanbul,"Home & Garden","Credit Card",Desktop,681.09,4,465.13,2259.23,16,7,1,11,5
11735,2023-12-03,27,Other,Istanbul,Toys,"Credit Card",Desktop,48.80,5,20.08,223.92,12,10,1,8,2
11736,2023-01-16,36,Male,Izmir,"Home & Garden","Credit Card",Desktop,493.63,3,165.64,1315.25,16,10,0,11,5
